transcript	gene	chr	amino_acids	genomic_start	genomic_end	obs_mis	exp_mis	obs_exp	chisq_diff_null	region_name
ENST00000361216.3	ATP1A2	1	689-1021	160105035	160111112	36	138.1384172	0.260608169	75.52031128	ATP1A2_2
ENST00000359651.3	ELF3	1	272-372	201982965	201984451	15	44.32395991	0.338417416	19.40022115	ELF3_2
ENST00000531221.1	FCGR3B	1	74-146	161599775	161596182	2	22.57612708	0.088589154	31.45727078	FCGR3B_2
ENST00000367405.4	ZBTB41	1	462-751	197159906	197128966	30	94.01365866	0.319102569	43.58673573	ZBTB41_2
ENST00000304685.4	RGL1	1	415-492	183861293	183874004	4	25.05510415	0.159648109	27.43194267	RGL1_2
ENST00000294785.5	NCSTN	1	193-348	160320035	160322724	25	56.22234778	0.444663039	21.92277055	NCSTN_2
ENST00000320493.5	CFHR1	1	148-331	196797211	196801129	32	65.37621186	0.489474674	17.03940143	CFHR1_2
ENST00000367204.1	SOX13	1	110-162	204083557	204085702	0	12.73507167	0	25.47014334	SOX13_2
ENST00000368069.3	COPA	1	1-165	160312960	160302239	15	60.49253507	0.24796448	34.21200227	COPA_1
ENST00000367948.2	FCRLB	1	112-427	161695637	161697452	97	166.7474339	0.581718097	29.17408935	FCRLB_2
ENST00000608999.1	PPP1R12B	1	1-137	202317980	202386034	33	62.12508025	0.531186437	13.65423266	PPP1R12B_1
ENST00000545588.1	ZC3H11A	1	1-181	203786199	203798948	29	60.82139474	0.476805902	16.64876591	ZC3H11A_1
ENST00000367696.2	RC3H1	1	1-355	173962123	173947663	49	110.9742359	0.441543928	34.60988833	RC3H1_1
ENST00000454449.2	ETV3L	1	1-122	157069315	157068618	21	43.3242032	0.484717512	11.50327096	ETV3L_1
ENST00000367265.3	KDM5B	1	1-502	202777433	202724431	105	177.3480455	0.592056144	29.51394063	KDM5B_1
ENST00000271450.6	FCGR2A	1	261-318	161487765	161487938	2	21.70690315	0.092136588	17.89117633	FCGR2A_2
ENST00000294725.9	KCNT2	1	1-482	196577439	196311316	57	134.5183487	0.423734015	44.67118759	KCNT2_1
ENST00000367267.1	SYT2	1	250-420	202571071	202565885	25	70.76379545	0.353288003	29.59599554	SYT2_2
ENST00000357681.5	ATP2B4	1	1074-1117	203696610	203708715	3	20.88592236	0.14363742	15.31683462	ATP2B4_2
ENST00000367674.2	TNR	1	1120-1359	175323551	175292493	58	104.8859489	0.552981602	20.95888178	TNR_2
ENST00000271751.4	KCNH1	1	1-341	211307287	211192134	63	110.3754911	0.570778888	20.33456098	KCNH1_1
ENST00000271751.4	KCNH1	1	342-704	211192133	210948690	34	130.1722094	0.261192463	71.05275315	KCNH1_2
ENST00000366958.4	PROX1	1	571-738	214171589	214209177	13	58.3564913	0.222768705	35.25248446	PROX1_2
ENST00000361833.2	ASTN1	1	1-103	177133812	177030376	17	47.04420633	0.361362245	19.18736449	ASTN1_1
ENST00000367416.2	CFHR4	1	451-512	196883798	196884267	0	17.01620809	0	34.03241618	CFHR4_2
ENST00000366510.3	SCCPDH	1	1-66	246887725	246890201	7	24.0221682	0.29139751	12.06195077	SCCPDH_1
ENST00000295006.5	CAPN2	1	248-275	223936753	223938603	1	15.52034854	0.064431543	23.55639313	CAPN2_2
ENST00000366926.3	SLC30A10	1	1-216	220101782	220100440	21	94.43235461	0.222381408	57.10236418	SLC30A10_1
ENST00000366630.1	SIPA1L2	1	571-755	232626715	232601141	28	63.7051939	0.439524602	25.37493898	SIPA1L2_2
ENST00000570156.2	OBSCN	1	1-477	228399485	228402047	117	271.4354974	0.431041633	87.8673684	OBSCN_1
ENST00000366917.4	MARK1	1	1-311	220702165	220804400	51	104.3229389	0.488866596	33.64798278	MARK1_1
ENST00000366917.4	MARK1	1	633-796	220826603	220835508	28	57.5787259	0.486290719	18.78432755	MARK1_3
ENST00000366592.3	GPR137B	1	1-146	236305923	236332029	40	87.36422602	0.457853309	25.6783584	GPR137B_1
ENST00000284551.6	TRIM11	1	1-136	228594262	228593855	6	66.90714401	0.089676522	55.44520315	TRIM11_1
ENST00000366663.5	C1orf198	1	1-154	231004258	230979565	39	82.18829954	0.474520099	22.69458339	C1orf198_1
ENST00000272134.5	LEFTY1	1	100-229	226075685	226075149	9	64.62421852	0.139266674	47.87761859	LEFTY1_2
ENST00000366624.3	MLK4	1	1-282	233463775	233482228	17	84.42398459	0.201364578	53.84718241	MLK4_1
ENST00000366624.3	MLK4	1	283-537	233482229	233507842	58	100.7086204	0.575918921	18.11191781	MLK4_2
ENST00000366844.3	ENAH	1	1-155	225840392	225707237	17	43.25901834	0.392981641	15.93970623	ENAH_1
ENST00000258281.2	TAF5L	1	319-590	229737959	229730044	52	118.1064639	0.440280729	37.00106183	TAF5L_2
ENST00000340020.6	AIDA	1	1-73	222885659	222867567	5	21.76546291	0.229721739	12.91407161	AIDA_1
ENST00000343537.7	TP53BP2	1	889-1135	223983576	223968555	47	87.55497327	0.5368056	18.7848365	TP53BP2_2
ENST00000432920.2	RP4-559A3.7	1	198-360	226075716	226074773	23	77.50241786	0.296764935	38.32801136	RP4-559A3.7_2
ENST00000366609.3	IRF2BP2	1	1-279	234745240	234744404	40	122.9311132	0.325385486	55.94653265	IRF2BP2_1
ENST00000536534.2	PLD5	1	110-166	242451831	242428748	0	14.18144475	0	28.3628895	PLD5_2
ENST00000264183.3	ARID4B	1	355-390	235386483	235383854	0	8.350696609	0	16.70139322	ARID4B_2
ENST00000283179.9	HNRNPU	1	521-640	245020953	245019453	2	33.12051186	0.06038554	51.0130013	HNRNPU_2
ENST00000283179.9	HNRNPU	1	641-826	245019452	245017752	34	64.58744491	0.526418099	17.54204273	HNRNPU_3
ENST00000366574.2	RYR2	1	3571-4968	237889594	237995947	215	419.9186533	0.512003928	99.99949787	RYR2_2
ENST00000284617.2	CCSAP	1	1-112	229478212	229477877	12	51.7282019	0.231981773	30.51198318	CCSAP_1
ENST00000366661.4	TTC13	1	1-351	231114576	231067554	38	77.12680129	0.492695138	19.84921653	TTC13_1
ENST00000295050.7	SPRTN	1	1-123	231474130	231483590	25	50.67804089	0.493310309	13.01079861	SPRTN_1
ENST00000366820.5	LEFTY2	1	90-232	226127685	226127102	17	68.48252101	0.248238525	55.59062519	LEFTY2_2
ENST00000429204.1	ITPKB	1	597-947	226923371	226822372	82	143.4585174	0.571593806	26.32920952	ITPKB_2
ENST00000366691.3	RHOU	1	1-43	228871490	228871618	2	30.76564636	0.065007573	26.89566151	RHOU_1
ENST00000344922.5	MIA3	1	1-128	222791453	222800946	18	41.1693093	0.437218897	13.03924945	MIA3_1
ENST00000259154.4	KCTD3	1	1-617	215741029	215792598	101	187.3141604	0.539201093	39.77347081	KCTD3_1
ENST00000040877.1	TARBP1	1	1-260	234614849	234614070	38	95.38012232	0.398405864	34.51954514	TARBP1_1
ENST00000272139.4	C1orf35	1	1-160	228290928	228289834	28	69.60792549	0.402253045	24.87101076	C1orf35_1
ENST00000319653.9	FMN2	1	1-551	240255410	240286516	121	228.822104	0.528795068	50.80630718	FMN2_1
ENST00000366481.3	TRIM58	1	1-149	248020549	248023945	28	57.41112343	0.487710366	15.06701367	TRIM58_1
ENST00000366769.3	CDC42BPA	1	1-408	227504883	227327443	72	122.7363043	0.586623497	20.97319607	CDC42BPA_1
ENST00000366578.4	ACTN2	1	1-296	236849974	236902613	54	107.3598905	0.502981139	26.52087202	ACTN2_1
ENST00000295025.8	REL	2	1-363	61108976	61148899	67	112.1660211	0.597328846	18.18705382	REL_1
ENST00000381486.2	GREB1	2	1486-1950	11770080	11780580	122	207.6328625	0.587575582	35.31708347	GREB1_3
ENST00000404816.2	LTBP1	2	1-111	33172392	33172724	2	32.15211172	0.062204312	28.27652035	LTBP1_1
ENST00000448223.2	SMC6	2	73-184	17922900	17907728	10	33.23213725	0.300913538	22.44562842	SMC6_2
ENST00000294964.5	PKDCC	2	1-155	42275340	42275804	1	43.84010468	0.022810165	41.86291484	PKDCC_1
ENST00000344034.4	PPM1G	2	1-298	27632289	27606891	43	83.83867024	0.512889814	24.25563549	PPM1G_1
ENST00000344034.4	PPM1G	2	299-461	27606890	27605044	10	51.71735786	0.193358679	50.57054823	PPM1G_2
ENST00000381525.3	E2F6	2	1-184	11606005	11590237	29	58.72077148	0.493862721	15.0427904	E2F6_1
ENST00000380320.4	EMILIN1	2	940-1017	27308650	27308883	6	35.55779402	0.168739377	24.57023028	EMILIN1_2
ENST00000258098.6	RAB11FIP5	2	1-216	73339905	73316227	55	98.15523962	0.560336873	18.97376761	RAB11FIP5_1
ENST00000345102.5	SMEK2	2	1-92	55844421	55831135	19	43.07117102	0.441130333	13.45264734	SMEK2_1
ENST00000345913.4	TPO	2	347-446	1481077	1481376	16	48.93159877	0.326987068	30.09248852	TPO_2
ENST00000263881.3	MAP4K3	2	1-270	39664128	39552767	43	87.28692339	0.492628201	22.46993601	MAP4K3_1
ENST00000306928.5	NTSR2	2	1-153	11810255	11809797	18	61.56673327	0.292365683	30.82931556	NTSR2_1
ENST00000001146.2	CYP26B1	2	1-152	72374963	72362522	34	79.16866248	0.429462857	25.77039963	CYP26B1_1
ENST00000258083.2	PRADC1	2	1-67	73460288	73456666	6	23.63893941	0.253818494	13.16185037	PRADC1_1
ENST00000403359.3	FBXO11	2	454-928	48059526	48035257	29	136.5394642	0.212392806	84.6988556	FBXO11_2
ENST00000233575.2	SNX17	2	1-49	27593611	27595498	3	18.88131243	0.15888726	13.35797421	SNX17_1
ENST00000466387.1	CTNNA2	2	627-906	80801425	80874997	25	90.40613041	0.27652992	47.31937841	CTNNA2_2
ENST00000315285.3	SPAST	2	326-617	32340876	32379565	34	86.48595979	0.393127394	31.85229119	SPAST_2
ENST00000233557.3	NRBP1	2	1-292	27656141	27660200	22	90.59320202	0.242843828	51.93576624	NRBP1_1
ENST00000281419.3	ASAP2	2	1-389	9347234	9496314	65	143.1314606	0.454127973	42.64977879	ASAP2_1
ENST00000403092.1	SLC8A1	2	783-974	40366739	40342393	30	69.45802048	0.431915563	22.41548736	SLC8A1_2
ENST00000264716.4	FOSL2	2	1-127	28616588	28631652	30	54.18039898	0.553705779	12.89348882	FOSL2_1
ENST00000264716.4	FOSL2	2	128-160	28631653	28634814	1	17.74237733	0.056362233	27.7328427	FOSL2_2
ENST00000290418.4	CCDC142	2	1-238	74709964	74709251	68	136.4408566	0.498384441	34.33099856	CCDC142_1
ENST00000356805.4	SPTBN1	2	1-205	54753556	54844793	21	84.75701356	0.247767106	47.9601228	SPTBN1_1
ENST00000356805.4	SPTBN1	2	206-1498	54844794	54872590	277	505.6456077	0.547814508	103.3902265	SPTBN1_2
ENST00000264710.4	RAB10	2	1-115	26257478	26350030	3	40.24890496	0.074536189	34.47251353	RAB10_1
ENST00000238714.3	PAPOLG	2	1-485	60983614	61018954	83	143.6522588	0.577784162	25.60834427	PAPOLG_1
ENST00000421745.2	BIRC6	2	1-153	32582230	32602789	8	31.49231915	0.254030196	17.52456072	BIRC6_1
ENST00000421745.2	BIRC6	2	4576-4753	32822931	32832710	12	59.73495241	0.200887412	38.14560135	BIRC6_4
ENST00000323701.6	USP39	2	102-557	85846378	85875904	68	147.8990546	0.459773054	54.12308014	USP39_2
ENST00000263857.6	POLR1A	2	1203-1252	86267648	86266570	0	18.04800926	0	36.09601851	POLR1A_2
ENST00000233668.5	DOK1	2	1-121	74781882	74782704	38	65.8923202	0.576698466	11.80686192	DOK1_1
ENST00000238112.3	CPSF3	2	1-429	9563903	9588371	46	131.0085879	0.35112202	55.16020086	CPSF3_1
ENST00000272438.4	TEX261	2	1-56	71221887	71219096	3	17.06383202	0.175810451	17.69757094	TEX261_1
ENST00000404971.1	NRXN1	2	1181-1548	50464052	50149082	73	132.212489	0.552141485	31.70813894	NRXN1_3
ENST00000260600.5	ADCY3	2	276-452	25065253	25061491	25	76.14265563	0.328331075	46.59867108	ADCY3_2
ENST00000357308.4	GFPT1	2	173-233	69585487	69581431	1	19.48434768	0.051323248	31.02947245	GFPT1_2
ENST00000357308.4	GFPT1	2	234-700	69581430	69553321	57	162.2280309	0.351357282	91.21757075	GFPT1_3
ENST00000315872.6	ROCK2	2	1-513	11484262	11355694	85	159.5427303	0.53277263	42.04317024	ROCK2_1
ENST00000315872.6	ROCK2	2	794-1389	11348021	11323563	82	177.1569386	0.462866432	63.98192996	ROCK2_3
ENST00000356388.4	SPRED2	2	210-419	65541264	65540635	67	132.0905378	0.507227854	32.07480399	SPRED2_2
ENST00000303714.4	ANTXR1	2	1-272	69240632	69350162	43	89.76817569	0.479011628	24.3656757	ANTXR1_1
ENST00000409262.3	TET3	2	659-1031	74275424	74326633	34	135.7425128	0.25047422	76.25863627	TET3_2
ENST00000282111.3	TCF7L1	2	1-107	85360808	85361453	11	33.78705214	0.325568503	15.36830568	TCF7L1_1
ENST00000263991.5	EHBP1	2	1065-1232	63223778	63272635	32	58.37249223	0.548203422	11.91500174	EHBP1_2
ENST00000606025.1	AC007040.11	2	1-56	71221887	71219096	3	17.06384117	0.175810357	11.59127224	AC007040.11_1
ENST00000406961.1	NCOA1	2	1-328	24881547	24927989	53	105.9093345	0.500428033	26.43202029	NCOA1_1
ENST00000303077.6	SIX2	2	1-182	45236249	45235704	38	117.9943293	0.322049375	54.23220552	SIX2_1
ENST00000281382.6	PIGF	2	181-220	46819619	46808617	0	11.03351363	0	11.03351363	PIGF_2
ENST00000234256.3	SLC1A4	2	1-122	65216778	65217143	14	53.35001718	0.26241791	29.02386791	SLC1A4_1
ENST00000359541.2	GTF3C2	2	314-764	27560803	27551021	75	149.2270745	0.502589763	36.9213067	GTF3C2_2
ENST00000264709.3	DNMT3A	2	1-631	25536853	25466810	122	267.5818245	0.455935302	79.20593139	DNMT3A_1
ENST00000313117.6	SRSF7	2	1-141	38978398	38975759	5	66.0438711	0.075707252	56.42240736	SRSF7_1
ENST00000264705.4	CAD	2	676-1443	27449182	27459631	154	314.7744178	0.48923925	101.3585127	CAD_2
ENST00000306156.3	PRKCE	2	1-313	45879240	46228658	44	154.9624711	0.283939716	79.45581858	PRKCE_1
ENST00000336838.6	CCDC88A	2	1304-1455	55543084	55535964	11	41.61951306	0.264299104	31.96420145	CCDC88A_2
ENST00000428368.2	MYT1L	2	496-618	1921103	1907024	7	53.74197155	0.130252013	40.65373564	MYT1L_2
ENST00000428368.2	MYT1L	2	619-1185	1907023	1795639	85	184.867495	0.45978878	53.94954128	MYT1L_3
ENST00000256707.3	KIDINS220	2	268-487	8940628	8930170	31	68.88984065	0.449993783	26.27134756	KIDINS220_2
ENST00000272427.6	EXOC6B	2	663-812	72606993	72406464	25	45.96912295	0.54384331	11.4835406	EXOC6B_3
ENST00000435504.4	ASXL2	2	1-85	26101091	26022402	5	22.57685728	0.221465722	13.68418589	ASXL2_1
ENST00000306721.3	CDCA7	2	307-417	174230204	174231943	26	55.26956497	0.470421651	19.32458539	CDCA7_2
ENST00000306721.3	CDCA7	2	418-451	174231944	174232392	0	9.353101087	0	18.70620217	CDCA7_3
ENST00000431350.2	TLK1	2	382-767	171902709	171850290	33	108.9900491	0.302779935	52.98178699	TLK1_2
ENST00000558170.2	ZEB2	2	1-935	145274917	145155949	170	292.3151849	0.58156404	51.18107177	ZEB2_1
ENST00000558170.2	ZEB2	2	936-1215	145155948	145147018	32	116.1259456	0.27556288	60.94395779	ZEB2_2
ENST00000468418.3	HOXD3	2	160-433	177034320	177037002	77	146.6441026	0.525080782	33.07532275	HOXD3_2
ENST00000323853.5	SNRNP200	2	1-60	96971175	96970472	3	36.173771	0.082933018	30.42257005	SNRNP200_1
ENST00000323853.5	SNRNP200	2	61-2137	96970471	96940750	348	782.8473335	0.444531117	241.5441624	SNRNP200_2
ENST00000074304.5	INPP4A	2	841-978	99185119	99204071	19	57.1873852	0.332241104	25.49996617	INPP4A_2
ENST00000295171.6	CCDC74A	2	1-217	132285544	132289343	30	95.53340115	0.314026295	44.95419	CCDC74A_1
ENST00000435030.1	KIF5C	2	165-323	149798496	149818485	5	46.23159135	0.108151155	36.77234712	KIF5C_2
ENST00000295321.4	IWS1	2	472-820	128260444	128238620	42	111.3706343	0.377119159	43.20963902	IWS1_2
ENST00000264047.2	SLC5A7	2	1-455	108604612	108626939	76	149.0178708	0.510005945	35.77832261	SLC5A7_1
ENST00000309863.6	GCC2	2	1609-1685	109116051	109124086	5	21.74728585	0.229913748	12.89685459	GCC2_2
ENST00000263635.6	TANC1	2	797-1048	160035553	160053283	63	105.1793138	0.598977097	19.77960598	TANC1_2
ENST00000314499.7	CSRNP3	2	1-280	166451576	166535345	49	100.5155358	0.487486831	26.40239055	CSRNP3_1
ENST00000288943.4	DUSP2	2	1-130	96811093	96810620	17	44.00272839	0.38633968	16.57050295	DUSP2_1
ENST00000429538.3	PAX8	2	1-172	114035971	113999670	40	75.19348932	0.53196095	16.47192731	PAX8_1
ENST00000409031.1	SMPD4	2	601-670	130911484	130911275	2	28.56630884	0.070012546	42.49629436	SMPD4_2
ENST00000264110.2	ATF2	2	15-95	175994925	175983012	4	27.96470399	0.143037452	32.37221772	ATF2_2
ENST00000393437.3	LONRF2	2	1-146	100938555	100938118	6	55.70315529	0.107713826	44.34943825	LONRF2_1
ENST00000542845.1	LIMS1	2	1-185	109271531	109289360	1	54.8110951	0.018244481	99.61440491	LIMS1_1
ENST00000542845.1	LIMS1	2	186-350	109289361	109300341	7	49.56817803	0.141219635	57.73221136	LIMS1_2
ENST00000446997.1	SLC4A10	2	781-1055	162805733	162830764	24	68.71819202	0.349252495	38.94229743	SLC4A10_2
ENST00000283254.7	SCN3A	2	838-965	165987807	165986477	5	44.60542033	0.112094	57.32666594	SCN3A_2
ENST00000283254.7	SCN3A	2	966-2001	165986476	165946660	188	314.5336829	0.59771023	59.55926382	SCN3A_3
ENST00000326016.5	ARHGEF4	2	302-474	131797745	131799472	35	80.83218231	0.432995856	33.07246617	ARHGEF4_2
ENST00000303395.4	SCN1A	2	1-797	166930131	166897765	146	244.801558	0.596401433	46.68545837	SCN1A_1
ENST00000303395.4	SCN1A	2	798-1000	166897764	166892987	17	72.30569697	0.235112871	61.38994828	SCN1A_2
ENST00000303395.4	SCN1A	2	1001-2010	166892986	166847755	178	311.2376492	0.571910244	67.55203369	SCN1A_3
ENST00000357398.3	SCN2A	2	1-822	166152334	166198883	129	253.7112656	0.508451998	74.91533884	SCN2A_1
ENST00000357398.3	SCN2A	2	823-953	166198884	166201361	4	45.6939727	0.087538898	63.90256909	SCN2A_2
ENST00000357398.3	SCN2A	2	954-2006	166201362	166246334	150	321.16039	0.467056352	113.9291715	SCN2A_3
ENST00000258428.3	REV1	2	1-145	100081437	100058847	20	42.03923108	0.475746094	14.36362288	REV1_1
ENST00000258428.3	REV1	2	1188-1252	100018789	100017704	4	14.78140243	0.270610317	11.10620136	REV1_3
ENST00000392524.2	HNRNPA3	2	1-187	178077528	178081238	8	58.77558904	0.136110929	43.86447647	HNRNPA3_1
ENST00000392524.2	HNRNPA3	2	188-379	178081239	178084027	28	60.22373509	0.46493297	17.24185824	HNRNPA3_2
ENST00000281871.6	MZT2B	2	41-100	130939976	130940329	1	13.82003476	0.072358718	20.38783085	MZT2B_2
ENST00000342016.3	CIR1	2	1-151	175260350	175243682	20	45.2558884	0.441931442	14.09451723	CIR1_1
ENST00000335681.5	NPAS2	2	1-266	101521217	101581403	54	95.92135203	0.562961206	18.32125714	NPAS2_1
ENST00000335681.5	NPAS2	2	267-352	101581404	101587452	4	27.47233308	0.14560103	20.0547372	NPAS2_2
ENST00000260970.3	PPIG	2	1-391	170460552	170492941	59	126.6724091	0.465768358	36.15274224	PPIG_1
ENST00000303236.3	EIF2AK3	2	1-78	88926792	88926559	7	38.16941087	0.183392927	25.45316137	EIF2AK3_1
ENST00000272395.2	TRIM43	2	1-130	96259772	96260161	0	34.68502095	0	34.68502095	TRIM43_1
ENST00000272395.2	TRIM43	2	169-447	96260891	96265321	0	16.42713398	0	16.42713398	TRIM43_3
ENST00000409645.1	MGAT5	2	270-742	135099161	135206418	74	141.9115417	0.521451597	32.49895987	MGAT5_2
ENST00000289371.6	EIF5B	2	759-1221	100006184	100015877	61	129.0158399	0.472810161	35.8572597	EIF5B_2
ENST00000377075.2	CNNM4	2	1-511	97426737	97462879	95	234.5647621	0.40500542	83.04027698	CNNM4_1
ENST00000310015.6	SP3	2	623-707	174777960	174774894	3	29.48902309	0.10173277	39.26561133	SP3_2
ENST00000263331.5	POLR1B	2	1-59	113300072	113300248	15	34.56058097	0.434020482	14.08125535	POLR1B_1
ENST00000263331.5	POLR1B	2	666-1136	113326401	113333306	92	168.9189591	0.54463987	42.03390792	POLR1B_3
ENST00000392552.2	GPR155	2	667-729	175311353	175304751	3	16.16147394	0.185626634	16.21884006	GPR155_2
ENST00000234160.4	GORASP2	2	1-220	171785851	171811253	33	68.23395518	0.48363018	18.19375111	GORASP2_1
ENST00000347699.4	MAP4K4	2	1-376	102314543	102460668	20	104.3873626	0.191594073	68.21924408	MAP4K4_1
ENST00000347699.4	MAP4K4	2	907-1240	102490627	102507711	28	90.48781723	0.30943392	43.15196699	MAP4K4_3
ENST00000245796.6	PSD4	2	793-1057	113953875	113958992	61	115.9882008	0.525915564	26.06905019	PSD4_2
ENST00000272647.5	AMMECR1L	2	101-255	128631508	128624530	9	54.33630267	0.16563512	58.30918163	AMMECR1L_2
ENST00000355999.4	STK39	2	1-383	169103945	168931682	41	113.2560146	0.362011679	46.09849342	STK39_1
ENST00000295101.2	KCNJ3	2	1-268	155555288	155566216	18	128.5171276	0.140059153	95.03819234	KCNJ3_1
ENST00000295101.2	KCNJ3	2	269-502	155566217	155711825	35	69.61851332	0.502739836	17.2144076	KCNJ3_2
ENST00000356421.2	AFF3	2	1004-1122	100185361	100171189	11	39.78415907	0.276491957	29.28570011	AFF3_2
ENST00000175756.5	PTPN18	2	359-414	131129891	131130447	1	25.09124777	0.039854535	23.13110231	PTPN18_2
ENST00000263710.4	CLASP1	2	288-483	122227387	122208563	20	56.48469945	0.354078187	31.43989803	CLASP1_2
ENST00000339562.4	NR4A2	2	255-349	157185936	157184474	3	47.90962003	0.062617904	73.19501588	NR4A2_2
ENST00000409556.1	KDM3A	2	945-1322	86709728	86719242	56	111.5631922	0.50195767	27.67282168	KDM3A_2
ENST00000264157.5	CCNT2	2	1-275	135676425	135710850	28	93.08055725	0.300814701	45.50336888	CCNT2_1
ENST00000320717.3	GLS	2	276-613	191769740	191819530	16	95.07596011	0.168286494	65.76854401	GLS_2
ENST00000305476.5	SEMA4C	2	1-410	97533623	97529763	84	162.1310207	0.518099495	37.65137831	SEMA4C_1
ENST00000434632.1	GPAT2	2	1-364	96698107	96691994	1	24.80365101	0.040316645	22.84396765	GPAT2_1
ENST00000322313.4	WDR33	2	109-399	128525816	128480921	15	92.86490528	0.161524959	65.28777967	WDR33_2
ENST00000357485.3	ARID5A	2	99-157	97215525	97216371	1	13.08151209	0.076443762	19.0206243	ARID5A_2
ENST00000295228.3	INHBB	2	1-112	121103765	121104100	5	42.39334481	0.117943041	32.98306001	INHBB_1
ENST00000431828.1	KANSL3	2	135-313	97285483	97278274	18	49.88776885	0.360809882	27.07699005	KANSL3_2
ENST00000414820.1	FAHD2B	2	1-177	97757443	97751590	11	47.20648346	0.23301884	27.7696907	FAHD2B_1
ENST00000357702.5	SAP130	2	919-1084	128707563	128699580	18	60.83339872	0.295890093	30.1594204	SAP130_2
ENST00000249501.4	HOXD10	2	245-341	176982294	176983959	19	42.22272264	0.449994667	12.77262131	HOXD10_2
ENST00000316724.5	BIN1	2	1-231	127864519	127821514	39	92.08779178	0.423508906	30.60463914	BIN1_1
ENST00000324768.5	CREG2	2	1-149	102003919	102000159	10	28.15299715	0.355201968	11.70501684	CREG2_1
ENST00000418381.1	UBR3	2	1-1386	170684018	170863628	59	108.0734431	0.545925051	26.7246037	UBR3_1
ENST00000418381.1	UBR3	2	1704-1889	170930028	170938353	21	53.07600058	0.395659051	25.20949945	UBR3_3
ENST00000283195.6	RANBP2	2	133-212	109347922	109352218	2	27.55138033	0.072591644	23.69656362	RANBP2_2
ENST00000283195.6	RANBP2	2	426-867	109367722	109375003	48	116.3003745	0.41272438	40.11114479	RANBP2_5
ENST00000258484.6	EPC2	2	1-70	149402587	149447839	4	25.88581236	0.154524801	18.50391156	EPC2_1
ENST00000332142.5	KCNH7	2	383-845	163302935	163253328	53	149.0590957	0.355563676	61.90397049	KCNH7_2
ENST00000295317.3	RNF149	2	1-154	101925050	101911642	35	96.16022051	0.363975871	38.89937599	RNF149_1
ENST00000263816.3	LRP2	2	3958-4377	170018997	169997033	79	132.2542492	0.597334305	25.09451947	LRP2_2
ENST00000360982.2	NCKAP1	2	656-1135	183822258	183790430	43	130.4156505	0.329715029	58.59339678	NCKAP1_2
ENST00000310463.6	CCDC74B	2	1-293	130902569	130897667	30	120.0748461	0.249844168	67.57017116	CCDC74B_1
