transcript	gene	chr	n_coding_exons	cds_start	cds_end	bp	amino_acids	low_depth_exons	obs_mis	exp_mis	obs_exp	overall_chisq	n_regions	mis_z	pLI
ENST00000375436.4	RCC2	1	12	17735585	17765010	1569	523	.	102	204.6659254	0.498373141	51.49998574	1	3.513798608	0.787633127
ENST00000361221.3	ARHGEF10L	1	28	17907090	18023875	3840	1280	.	428	499.7678114	0.856397691	10.3060234	3	1.573638186	0.038306294
ENST00000375406.1	ACTL8	1	2	18149503	18153014	1101	367	.	127	167.9630325	0.756118761	9.990115112	1	1.545971196	0.077144246
ENST00000251296.1	IGSF21	1	10	18434622	18704820	1404	468	1	198	216.197462	0.915829437	1.531690613	1	0.569055641	0.547298803
ENST00000400664.1	KLHDC7A	1	1	18807475	18809809	2334	778	.	303	380.2748127	0.796792188	15.70284564	1	1.938233584	2.58E-10
ENST00000375375.3	PAX7	1	8	18958097	19062533	1563	521	.	181	235.3361047	0.769112756	12.5455135	1	1.729485004	0.6298293
ENST00000375371.3	TAS1R2	1	6	19166092	19186154	2520	840	.	361	343.1400024	1.052048719	0.929590001	1	-0.471733747	6.18E-13
ENST00000375341.3	ALDH4A1	1	15	19199338	19229017	1692	564	1	231	213.7074768	1.080916791	1.399255491	1	-0.583122084	0.000434044
ENST00000455833.2	IFFO2	1	9	19235054	19282826	1554	518	"2,3,5,6,7,9"	34	74.8869892	0.454017452	22.32358256	1	2.318128358	0.382583916
ENST00000375254.3	UBR4	1	106	19401325	19536742	15552	5184	.	1258	1772.590469	0.709695794	149.3877774	5	5.977937185	1
ENST00000477853.1	EMC1	1	23	19545796	19578003	2982	994	.	320	374.4281323	0.854636637	7.911856331	1	1.326631326	6.04E-14
ENST00000330263.4	MRTO4	1	8	19578329	19585324	720	240	.	102	84.51357976	1.206906633	3.618056338	1	-0.933444532	0.86997792
ENST00000420396.2	AKR7L	1	4	19593793	19597306	462	154	.	52	65.12327561	0.798485634	2.644528569	1	0.794508949	0.004382442
ENST00000361640.4	AKR7A3	1	7	19609224	19615203	996	332	.	126	142.1022128	0.8866857	1.824610979	2	0.661941611	6.14E-10
ENST00000235835.3	AKR7A2	1	7	19630718	19638618	1080	360	.	142	159.0111687	0.893019032	1.819871284	2	0.665585008	3.56E-06
ENST00000375153.3	PQLC2	1	7	19644171	19655137	876	292	.	103	123.9204752	0.83117822	3.531831851	1	0.919343409	0.000146809
ENST00000375142.1	CAPZB	1	9	19669255	19811932	834	278	1	35	91.26218885	0.383510416	34.6850534	2	2.880294979	0.592160351
ENST00000322753.6	MINOS1	1	4	19923539	19952895	237	79	.	35	28.6606515	1.221186476	1.402178153	1	-0.57896184	0.348880395
ENST00000289749.2	NBL1	1	4	19969805	19983622	651	217	.	51	63.79082833	0.799487972	2.564714924	1	0.78602974	0.108864873
ENST00000602662.1	MINOS1-NBL1	1	3	19981523	19983622	546	182	.	39	52.99388124	0.735934019	3.695307979	1	0.942510854	0.068107983
ENST00000289753.1	HTR6	1	3	19992246	20005861	1323	441	.	182	232.9317136	0.781344872	11.13648034	2	1.635168716	0.001067254
ENST00000294543.6	TMCO4	1	13	20009532	20107251	1905	635	.	265	245.1606425	1.080923909	1.60547836	1	-0.61129854	9.98E-13
ENST00000375121.2	RNF186	1	1	20140910	20141594	684	228	.	91	90.29199768	1.007841252	0.005551625	1	-0.036443919	0.015478324
ENST00000375120.3	OTUD3	1	8	20209006	20234239	1197	399	.	100	113.8962199	0.877992264	1.695446333	1	0.63632521	2.63E-05
ENST00000375116.3	PLA2G2E	1	4	20246799	20250052	429	143	.	58	62.52489574	0.927630495	0.327464464	1	0.264170852	0.000343166
ENST00000375111.3	PLA2G2A	1	4	20302193	20305266	435	145	.	37	53.35431458	0.693477187	5.012970509	1	1.094845484	0.398124558
ENST00000375108.3	PLA2G5	1	4	20411323	20417185	417	139	.	54	57.293327	0.94251814	0.189306561	1	0.203878646	0.000190275
ENST00000375105.3	PLA2G2D	1	4	20440606	20445991	438	146	.	61	49.40614705	1.234664179	2.720661987	1	-0.805826494	0.000177683
ENST00000375102.3	PLA2G2F	1	5	20465920	20474894	636	212	.	90	72.98912272	1.233060443	3.964562596	1	-0.976798118	2.10E-06
ENST00000429261.2	PLA2G2C	1	4	20490483	20503856	450	150	1	50	41.20354021	1.213487961	1.877938265	1	-0.677687219	0.000569563
ENST00000375099.3	UBXN10	1	1	20517054	20517897	843	281	.	98	94.58339411	1.036122682	0.123416969	1	-0.171832172	0.000293935
ENST00000375078.3	CAMK2N1	1	2	20810141	20811872	237	79	.	12	31.67637618	0.378831213	12.22235073	1	1.707345381	0.138563182
ENST00000264198.3	MUL1	1	4	20827182	20834517	1059	353	.	108	133.7257809	0.807622878	4.949051711	1	1.087415145	3.49E-06
ENST00000375071.3	CDA	1	4	20915622	20945061	441	147	.	54	47.93369495	1.126556174	0.76772836	1	-0.430663786	0.787227682
ENST00000321556.4	PINK1	1	8	20960041	20977184	1746	582	.	210	212.1759412	0.989744638	0.022315065	1	0.076791883	4.08E-07
ENST00000375048.3	DDOST	1	11	20978871	20987894	1371	457	.	158	167.5134695	0.943207734	0.540291489	1	0.358304476	0.134980574
ENST00000247986.2	KIF17	1	15	20991076	21044199	3090	1030	.	414	461.5554677	0.89696695	4.899784884	3	1.081278319	3.34E-13
ENST00000444387.2	SH2D5	1	9	21048284	21054537	1272	424	.	178	165.1314295	1.077929262	1.002838207	1	-0.493182113	0.002653616
ENST00000312239.5	HP1BP3	1	12	21071289	21106933	1662	554	.	124	162.0635012	0.76513218	8.939891521	1	1.46110203	0.991643468
ENST00000602326.1	EIF4G3	1	31	21133811	21329235	4776	1592	2	379	482.4505466	0.785572745	22.18261677	2	2.301555486	0.999999907
ENST00000374893.6	ECE1	1	19	21546447	21616907	2313	771	1	199	304.568793	0.653382765	36.59196317	1	2.956706512	0.999768646
ENST00000318249.5	NBPF3	1	14	21771579	21809879	1902	634	13	145	181.1908272	0.800261262	7.228710152	2	1.319650271	1.98E-11
ENST00000374840.3	ALPL	1	11	21880574	21904141	1575	525	.	171	221.3575946	0.772505684	11.45606655	1	1.655041776	0.001106496
ENST00000290101.4	RAP1GAP	1	24	21924212	21978315	2184	728	1	193	276.5589606	0.697862039	25.24633401	3	2.456434974	0.974156915
ENST00000308271.9	USP48	1	27	22005909	22109450	3108	1036	.	165	321.6483494	0.51298258	76.290475	3	4.254881038	0.999997429
ENST00000344642.2	LDLRAD2	1	5	22138944	22148708	819	273	.	99	118.6085808	0.834678228	3.241725333	1	0.87559971	0.000195123
ENST00000374695.3	HSPG2	1	97	22149808	22263710	13176	4392	1	1749	1826.096641	0.957780635	3.254971234	1	0.870428053	6.95E-06
ENST00000337107.6	CELA3B	1	8	22303532	22315772	813	271	.	120	120.3371737	0.997198092	0.00094473	1	0.014148894	2.12E-10
ENST00000290122.3	CELA3A	1	8	22328167	22338960	813	271	.	124	111.7837856	1.109284315	1.335040626	1	-0.565939613	9.82E-08
ENST00000344548.3	CDC42	1	5	22404971	22418010	576	192	.	9	60.2563919	0.149361748	43.60064763	2	3.229705629	0.656574472
ENST00000290167.6	WNT4	1	5	22446542	22469415	1056	352	1	95	173.1575976	0.54863316	35.27774781	1	2.905138873	0.153837856
ENST00000404138.1	ZBTB40	1	17	22816441	22852889	3720	1240	.	353	384.345503	0.918444465	2.556399264	2	0.782043261	1.21E-05
ENST00000166244.3	EPHA8	1	17	22890128	22928234	3018	1006	1	447	472.5128497	0.946006019	1.377540315	1	0.572495172	1.14E-08
ENST00000374642.3	C1QA	1	2	22964109	22965900	738	246	.	68	100.7572882	0.674889144	10.64974999	1	1.593204373	0.049789979
ENST00000374639.3	C1QC	1	2	22970516	22974276	738	246	.	77	91.11462497	0.845089359	2.186505602	1	0.720617089	0.017381903
ENST00000314933.6	C1QB	1	2	22985949	22987879	762	254	.	73	99.23283468	0.735643603	6.93481767	1	1.286438699	0.085881049
ENST00000374632.3	EPHB2	1	16	23037475	23240063	2964	988	1	309	460.6311611	0.670818707	49.91414164	1	3.452815075	0.999948635
ENST00000400181.4	KDM1A	1	21	23346089	23409857	2631	877	.	91	281.5685885	0.32318946	128.9788294	3	5.555721064	0.991027965
ENST00000302291.4	LUZP1	1	2	23415387	23420754	3231	1077	.	350	349.1575255	1.002412878	0.002032788	1	-0.022050784	0.287846256
ENST00000374619.1	HTR1D	1	1	23519578	23520712	1134	378	.	148	140.6733231	1.052082916	0.381594696	1	-0.302143294	0.813006425
ENST00000374616.3	HNRNPR	1	10	23636946	23667501	1911	637	.	107	213.3086233	0.501620602	52.98202767	3	3.560025001	0.999079074
ENST00000314011.4	ZNF436	1	3	23688461	23694498	1413	471	.	140	155.7580578	0.898829903	1.594244229	1	0.617582447	0.304488387
ENST00000335648.3	C1orf213	1	1	23695790	23696171	381	127	.	58	62.58731381	0.926705373	0.336225454	1	0.283617026	0.000260771
ENST00000450454.2	TCEA3	1	11	23707958	23751126	1047	349	.	115	125.7242753	0.914700043	0.914780219	1	0.378275478	0.000965886
ENST00000336689.3	ASAP3	1	25	23756348	23810626	2712	904	.	290	322.1304059	0.900256526	3.204798325	2	0.873879407	2.36E-10
ENST00000361729.2	E2F2	1	7	23836371	23857285	1314	438	.	126	149.8846661	0.840646367	3.806108315	1	0.9524307	0.914702778
ENST00000374561.5	ID3	1	2	23885450	23885917	360	120	.	64	61.13434972	1.046874634	0.134326309	1	-0.178455776	0.688794338
ENST00000374555.3	MDS2	1	4	23956044	23967039	423	141	4	23	20.35281253	1.130064947	0.344306297	1	-0.284447573	0.042965573
ENST00000374550.3	RPL11	1	6	24018313	24022863	537	179	.	35	61.23486396	0.571569817	11.23980756	1	1.638584384	0.725843321
ENST00000418390.2	TCEB3	1	11	24069915	24086063	2397	799	.	208	247.363538	0.840867662	6.264011823	1	1.225187897	0.999991942
ENST00000246151.4	PITHD1	1	6	24105005	24113866	636	212	.	39	65.01800614	0.599833836	10.41152572	2	1.578149278	0.102416723
ENST00000374514.3	LYPLA2	1	9	24119172	24121222	696	232	.	54	90.63002024	0.595829063	14.80478962	1	1.881324317	0.979519145
ENST00000374497.3	GALE	1	10	24122438	24125497	1047	349	.	134	129.9769525	1.030952007	0.124521392	1	-0.172623119	3.27E-08
ENST00000374490.3	HMGCL	1	9	24128952	24151905	978	326	.	109	98.96009367	1.101454091	1.018589568	1	-0.493890569	0.002562529
ENST00000374479.3	FUCA1	1	8	24172204	24194776	1401	467	.	138	164.3860296	0.839487396	4.23529031	1	1.004748698	3.39E-08
ENST00000536471.1	CNR2	1	1	24201024	24202107	1083	361	.	117	112.664519	1.038481334	0.166835095	1	-0.199784653	0.000110726
ENST00000374434.3	MYOM3	1	36	24383853	24435126	4314	1438	.	623	563.4202341	1.105746585	6.300356795	1	-1.226164432	9.28E-28
ENST00000270800.1	IL22RA1	1	7	24447294	24469572	1725	575	.	218	204.6992717	1.064976921	0.864240371	1	-0.45609551	0.064400851
ENST00000327535.1	IFNLR1	1	7	24483619	24513738	1563	521	.	157	168.5214549	0.931632118	0.78769747	1	0.432368339	0.308615222
ENST00000350501.5	GRHL3	1	16	24646041	24690861	1881	627	16	167	207.5936039	0.804456384	7.937820093	1	1.376423903	0.995583958
ENST00000374409.1	STPG1	1	8	24685032	24727878	1005	335	2	113	111.0072841	1.017951218	0.035771678	1	-0.08690026	0.000106434
ENST00000374399.4	NIPAL3	1	11	24746037	24795675	1221	407	.	148	157.3432919	0.940618429	0.554819358	1	0.3617244	0.000454712
ENST00000374395.4	RCAN3	1	4	24840862	24861767	726	242	.	78	84.84219351	0.919353882	0.551796342	1	0.362239914	0.003206422
ENST00000374392.2	NCMAP	1	3	24921921	24932238	309	103	.	34	40.75327053	0.83428887	1.119092092	1	0.517427318	0.067267034
ENST00000323848.9	SRRM1	1	17	24969817	24998777	2715	905	.	253	345.5218422	0.732225779	24.77496423	2	2.433323983	0.999999022
ENST00000374379.4	CLIC4	1	6	25072044	25167428	762	254	.	68	73.65639374	0.923205666	0.434378993	1	0.321380412	0.009462004
ENST00000399916.1	RUNX3	1	6	25228612	25291062	1290	430	.	89	219.8003289	0.404912952	77.83758159	2	4.319436208	0.673967692
ENST00000236273.4	SYF2	1	7	25549756	25558958	732	244	.	83	89.31920493	0.929251442	0.447074635	1	0.325204412	0.037927097
ENST00000243189.7	C1orf63	1	4	25569079	25573454	873	291	.	114	172.16543	0.662153836	19.65096739	2	2.168244402	2.72E-08
ENST00000328664.4	RHD	1	10	25599038	25655415	1254	418	8	133	140.0250691	0.949829919	0.352448286	2	0.27914964	0.0060601
ENST00000374358.4	TMEM50A	1	6	25666977	25687196	474	158	.	42	50.470524	0.832168891	1.421617434	1	0.583187314	0.333486481
ENST00000294413.7	RHCE	1	10	25689017	25747277	1254	418	.	99	143.3909792	0.690420001	13.7425593	3	1.813709833	0.861454126
ENST00000374343.4	TMEM57	1	11	25757589	25824957	1995	665	.	103	214.3132981	0.480604801	57.81559259	3	3.718723618	0.992504411
ENST00000374338.4	LDLRAP1	1	9	25870189	25893483	927	309	1	104	108.4691694	0.958797791	0.184139654	1	0.202576486	2.90E-05
ENST00000374332.4	MAN1C1	1	12	25944288	26110280	1893	631	.	181	257.9594912	0.701660556	22.96005183	1	2.344749135	0.04904804
ENST00000361547.2	SEPN1	1	13	26126721	26142209	1773	591	"1,3"	175	189.9274406	0.921404508	1.17322953	1	0.530915512	1.08E-07
ENST00000374301.3	MTFR1L	1	6	26149595	26158517	879	293	.	87	101.7680666	0.854885063	2.143067052	1	0.714966332	0.431750878
ENST00000374298.3	AUNIP	1	3	26161483	26185848	1074	358	.	101	96.18487292	1.050061168	0.241050885	1	-0.239559345	5.49E-08
ENST00000374296.3	PAQR7	1	1	26189289	26190330	1041	347	.	127	137.1089822	0.92627046	0.745330608	1	0.422271395	0.009310768
ENST00000426559.2	STMN1	1	4	26212213	26231167	525	175	4	16	42.23870568	0.378799486	16.29949745	1	1.974248999	0.648591504
ENST00000374282.3	PAFAH2	1	10	26288479	26317307	1179	393	.	163	142.3493138	1.145070501	2.995805392	1	-0.848692883	2.69E-07
ENST00000374280.3	EXTL1	1	11	26349137	26361838	2031	677	.	228	245.6205557	0.928261071	1.264079803	1	0.548539304	1.18E-12
ENST00000374276.3	SLC30A2	1	8	26365650	26372387	1119	373	.	114	130.763166	0.871805138	2.14895176	1	0.716326258	0.708283236
ENST00000374272.3	TRIM63	1	9	26378363	26393985	1062	354	.	127	127.3469097	0.997275868	0.000945028	1	0.016152422	4.72E-12
ENST00000374271.4	PDIK1L	1	2	26440799	26449068	1026	342	.	40	100.828735	0.396712306	36.69722723	1	2.963185494	0.381253877
ENST00000374268.3	FAM110D	1	1	26487782	26488598	816	272	.	29	72.67409649	0.399041769	26.24630778	1	2.505823644	0.550404227
ENST00000374266.5	ZNF593	1	3	26496474	26497207	405	135	.	35	54.86434135	0.637937122	7.192140609	1	1.312999017	0.156440974
ENST00000361530.6	CNKSR1	1	21	26504038	26516039	2142	714	.	240	253.5071545	0.946718843	0.719676824	1	0.414764858	3.79E-16
ENST00000456354.2	CATSPER4	1	10	26517118	26529033	1419	473	.	181	183.6702129	0.985461917	0.038819777	1	0.094764471	3.16E-05
ENST00000252992.4	CEP85	1	13	26566274	26603784	2289	763	.	267	237.5435816	1.12400427	3.652721657	1	-0.938122797	0.005851269
ENST00000270792.5	SH3BGRL3	1	3	26606646	26607614	282	94	.	30	36.02514606	0.832751655	1.007695707	1	0.490494405	0.795103829
ENST00000374222.1	UBXN11	1	14	26608789	26629374	1563	521	.	200	203.8383262	0.981169752	0.072276632	1	0.127894402	1.20E-10
ENST00000374213.2	CD52	1	2	26644508	26646793	186	62	.	20	21.49794812	0.930321344	0.104375011	1	0.15802119	0.530686212
ENST00000527815.1	AIM1L	1	19	26648458	26670526	2364	788	1	193	233.0116206	0.828284871	6.870600603	3	1.285513536	3.33E-07
ENST00000374204.1	ZNF683	1	5	26688141	26695062	1515	505	.	198	160.5576838	1.233201646	8.731609776	1	-1.447745118	0.001560697
ENST00000326279.6	LIN28A	1	4	26737382	26752949	630	210	.	66	94.55465444	0.698009002	8.623248586	1	1.435912972	0.196269887
ENST00000360009.2	DHDDS	1	8	26759436	26795622	1005	335	.	96	135.4762204	0.708611443	11.5029189	1	1.658900429	0.704700923
ENST00000361427.5	HMGN2	1	6	26799103	26801639	273	91	.	26	23.05068836	1.127948961	0.377361361	1	-0.301521718	0.796674559
ENST00000531382.1	RPS6KA1	1	21	26872391	26900692	2235	745	.	186	290.0736902	0.641216375	37.33993585	1	2.975363907	0.725875553
ENST00000324856.7	ARID1A	1	20	27022894	27107247	6858	2286	.	518	747.2194686	0.693236755	70.31610791	1	4.100440186	0.999999997
ENST00000374145.1	PIGV	1	3	27117306	27124335	1482	494	.	154	149.6376371	1.029152845	0.12717529	1	-0.174426122	7.20E-06
ENST00000374142.4	ZDHHC18	1	8	27153295	27180334	1167	389	.	84	129.6580139	0.647858142	16.07809783	1	1.974645824	0.00119785
ENST00000339276.4	SFN	1	1	27189703	27190450	747	249	.	71	112.8781784	0.628996685	15.53694303	1	1.927966495	0.490890062
ENST00000374135.4	GPN2	1	5	27206167	27216587	933	311	.	115	140.2634091	0.819885961	4.550294633	2	1.042853475	0.036923454
ENST00000361720.5	GPATCH3	1	7	27217500	27226933	1578	526	.	236	231.5021331	1.019429052	0.08738929	1	-0.145232982	6.05E-07
ENST00000254227.3	NR0B2	1	2	27238335	27240431	774	258	.	110	93.49233937	1.176566987	2.914707893	1	-0.838510192	5.83E-08
ENST00000321265.5	NUDC	1	9	27248339	27272672	996	332	.	102	115.7590296	0.881140766	1.635387727	1	0.62404405	0.822775133
ENST00000320567.5	C1orf172	1	3	27276559	27278871	1197	399	.	147	168.7691827	0.871012099	2.80796119	1	0.817586918	0.153805474
ENST00000289166.5	FAM46B	1	2	27332434	27339161	1278	426	.	164	211.0417325	0.777097487	10.48572039	1	1.585437055	0.051189875
ENST00000263980.3	SLC9A1	1	12	27426797	27480825	2448	816	.	177	342.3401065	0.517029693	79.85436204	2	4.36790653	0.95222813
ENST00000361771.3	WDTC1	1	15	27587545	27632874	2031	677	.	136	278.6029159	0.488149952	72.9913094	1	4.17749768	0.999307826
ENST00000374076.4	TMEM222	1	6	27648688	27661957	627	209	.	76	91.46671439	0.830903357	2.615369488	1	0.789728652	0.071986075
ENST00000543823.1	SYTL1	1	14	27671825	27680343	1689	563	.	162	190.3100723	0.851242386	4.211338817	3	0.996739416	1.08E-07
ENST00000493901.1	MAP3K6	1	29	27681881	27693088	3867	1289	1	439	495.2958245	0.886338988	6.398640368	3	1.230674154	4.91E-15
ENST00000270879.4	FCN3	1	8	27695726	27701309	900	300	.	114	109.3777739	1.042259281	0.195331955	1	-0.218627861	0.017251338
ENST00000374027.3	CD164L2	1	5	27706536	27709729	522	174	.	61	57.28783621	1.064798464	0.240542511	1	-0.246524008	0.033744866
ENST00000374024.3	GPR3	1	1	27720302	27721295	993	331	.	97	125.1980731	0.774772307	6.350986952	1	1.232643377	0.020935797
ENST00000430629.2	WASF2	1	8	27734682	27755400	1497	499	.	132	180.8106906	0.730045328	13.17667395	1	1.775495018	0.975317446
ENST00000374011.2	AHDC1	1	1	27873814	27878626	4812	1604	.	502	774.333988	0.648299064	95.78011835	1	4.786897956	0.999431448
ENST00000374005.3	FGR	1	11	27939424	27950427	1590	530	.	115	203.2481898	0.565810697	38.31641997	3	3.0373566	0.177174439
ENST00000339145.4	IFI6	1	4	27992891	27995825	417	139	.	27	43.99323411	0.613730737	6.563964015	1	1.222459411	0.230931225
ENST00000010299.6	FAM76A	1	10	28052591	28087092	1026	342	3	51	85.53582901	0.596241372	13.94413895	1	1.825293774	0.000561029
ENST00000373943.4	STX12	1	9	28099818	28148840	831	277	.	72	83.04248571	0.86702607	1.468362725	1	0.59133313	0.896720266
ENST00000311772.5	PPP1R8	1	7	28157346	28176957	1056	352	.	49	115.5927139	0.42390215	38.36391927	1	3.03024479	0.95405437
ENST00000373921.3	THEMIS2	1	6	28199082	28212433	1932	644	.	187	232.8809998	0.802985216	9.039235256	1	1.466781008	0.064721712
ENST00000373912.3	RPA2	1	9	28218673	28240954	813	271	.	74	81.66303097	0.90616279	0.719077444	1	0.413252191	0.888461679
ENST00000373894.3	SMPDL3B	1	8	28261694	28285349	1368	456	.	168	183.3858402	0.916101264	1.29085254	1	0.555433215	1.39E-07
ENST00000373884.5	XKR8	1	3	28286580	28293711	1188	396	.	99	131.0174374	0.75562461	7.82427375	1	1.369866331	1.43E-05
ENST00000373871.3	EYA3	1	17	28300976	28384537	1722	574	.	112	160.4176821	0.698177399	14.61355076	2	1.869869348	0.995035731
ENST00000373857.3	PTAFR	1	1	28476503	28477532	1029	343	.	100	140.1282209	0.713632125	11.49143337	1	1.65807531	0.118775353
ENST00000263697.4	DNAJC8	1	9	28527758	28559509	762	254	.	46	86.06390091	0.534486579	18.65028356	1	2.111746302	0.582006642
ENST00000335514.5	ATPIF1	1	3	28562694	28564489	321	107	.	50	57.4574648	0.870208948	0.967912201	1	0.481209476	0.059353504
ENST00000253063.3	SESN2	1	10	28586358	28607313	1443	481	.	142	191.2309329	0.742557691	12.67412505	1	1.737869605	0.000763709
ENST00000373842.4	MED18	1	2	28657173	28661481	627	209	.	54	78.46657251	0.68819114	7.628894081	1	1.3499855	0.000448334
ENST00000373836.3	PHACTR4	1	13	28764895	28823061	2139	713	.	211	228.6553072	0.922786366	1.363230425	2	0.563502825	0.004273776
ENST00000373831.3	RCC1	1	10	28856378	28864519	1359	453	.	127	167.4781732	0.75830777	9.783259947	1	1.52775703	0.193943931
ENST00000373830.3	TRNAU1AP	1	9	28879622	28904148	864	288	.	71	101.7852383	0.697547122	9.311083928	1	1.492164554	0.882819952
ENST00000373826.3	RAB42	1	1	28920311	28920629	318	106	.	31	29.01896957	1.068266739	0.135238488	1	-0.179873204	0.002554984
ENST00000263974.4	TAF12	1	5	28930050	28948593	486	162	.	31	52.37097495	0.591930932	8.720833835	1	1.442225168	0.892665248
ENST00000294409.2	GMEB1	1	9	29010124	29041285	1722	574	.	124	170.3007263	0.72812373	12.58806877	3	1.73396593	0.960593932
ENST00000373812.3	YTHDF2	1	5	29063632	29095464	1740	580	.	119	188.3483844	0.631807915	25.53352625	1	2.470997348	0.991165728
ENST00000234961.2	OPRD1	1	3	29138895	29189795	1119	373	.	105	187.4313123	0.560205222	36.25286066	1	2.949027493	0.109062189
ENST00000343067.4	EPB41	1	19	29313949	29442309	2595	865	13	259	270.5342844	0.957364796	0.491766571	1	0.3427167	0.062109871
ENST00000420504.2	TMEM200B	1	1	29447416	29448340	924	308	.	76	150.4812497	0.505046311	36.8647693	1	2.969767557	0.155282701
ENST00000373795.4	SRSF4	1	6	29474921	29508264	1485	495	.	157	237.8776963	0.660003029	27.49817182	2	2.564887699	0.934762697
ENST00000263702.6	MECR	1	10	29520533	29557418	1122	374	.	147	136.31049	1.078420304	0.83827462	1	-0.448026153	0.003603132
ENST00000345512.3	PTPRU	1	31	29563156	29652173	4341	1447	.	482	664.155761	0.725733372	49.95924635	3	3.453543911	0.990698956
ENST00000373765.4	MATN1	1	8	31186428	31196398	1491	497	.	179	196.5859799	0.910543062	1.573187915	1	0.605346878	0.005273986
ENST00000294507.3	LAPTM5	1	8	31206674	31230592	789	263	.	85	86.42944017	0.983461189	0.023641241	1	0.078836941	0.735702166
ENST00000339394.6	SDC3	1	5	31346057	31381433	1329	443	1	175	153.3632774	1.141081509	3.052541464	1	-0.855092644	0.527916181
ENST00000426105.2	PUM1	1	21	31406057	31532413	3567	1189	.	228	420.3205213	0.54244318	87.99756625	3	4.588706081	0.999998855
